token,platform,company_name,job_count,http_status,match_status,sponsor_id,sponsor_name,match_confidence,filings_last_3_years,last_filing_year,source_url,crawl_id,error
alternativepayments,ashby,,14,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/alternativepayments/12c895c5-c6f0-45de-9950-032b985296f7,CC-MAIN-2026-34,
altimate,ashby,,6,200,sponsor_matched,altimate-inc,Altimate Inc,0.99,2,2025,https://jobs.ashbyhq.com/altimate/6ca069d6-6b02-4d0c-bc5a-453a27e9bff8?utm_source=Sierra+Ventures+job+board&utm_medium=getro.com&gh_src=Sierra+Ventures+job+board,CC-MAIN-2026-34,
Altis%20Labs,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Altis%20Labs,CC-MAIN-2026-34,
altruistiq,ashby,,0,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/altruistiq/8a9b1131-3a80-4e5b-bd4e-dca488924621,CC-MAIN-2026-30,
altura,ashby,,5,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/altura,CC-MAIN-2026-34,
alva-energy,ashby,,7,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/alva-energy,CC-MAIN-2026-25,
amari,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amari/3b408a6c-b5fa-49f5-acfa-276e03eef664,CC-MAIN-2026-30,
amber,ashby,,23,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amber/,CC-MAIN-2026-21,
ambiencehealthcare,ashby,,17,200,sponsor_matched,ambience-healthcare-inc,"Ambience Healthcare, Inc.",0.99,6,2025,https://jobs.ashbyhq.com/ambiencehealthcare,CC-MAIN-2026-34,
ambient.ai,ashby,,19,200,sponsor_matched,ambient-ai-inc,"Ambient AI, Inc.",0.99,2,2025,https://jobs.ashbyhq.com/ambient.ai,CC-MAIN-2026-34,
amboss,ashby,,23,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amboss/2539e502-4667-4423-b84a-f9ba56153561/application,CC-MAIN-2026-34,
Ambral,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Ambral?utm_source=ambral_careers,CC-MAIN-2026-34,
ambrook,ashby,,17,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ambrook/148d910b-0539-4595-9438-7f67ca8c1ce5,CC-MAIN-2026-34,
Ambrosia-Energy,ashby,,8,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Ambrosia-Energy/8b2f2eb2-cbf8-4116-bffd-38e5c8c2e438?utm_source=buildlist&utm_medium=referral,CC-MAIN-2026-34,
amca,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/amca/00cb2a01-5969-4e5d-9017-82be31c2ca38,CC-MAIN-2026-34,HTTP Error 404: Not Found
ameba,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ameba?ref=startupjoblist,CC-MAIN-2026-30,
amenitiz,ashby,,19,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amenitiz/6354005f-3b08-4f60-9b03-8213a1121d1d?utm_id=13207186&utm_source=Post+Sales+%26+Customer+Success+Jobs,CC-MAIN-2026-34,
americaachieves,ashby,,0,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/americaachieves,CC-MAIN-2026-21,
American%20Terawatt,ashby,,10,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/American%20Terawatt/3c71a3cd-dfea-49d1-8fc2-fa30d378226b,CC-MAIN-2026-21,
american-housing,ashby,,15,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/american-housing/0de16af3-067d-4631-91f7-83932854ec02,CC-MAIN-2026-30,
americanoperator,ashby,,9,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/americanoperator/313c5e2a-fbfe-4f42-b52d-084a1de2fd24/application?utm_id=8418594&utm_source=FWDDeploy.com,CC-MAIN-2026-17,
ami,ashby,,7,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ami,CC-MAIN-2026-34,
amidon,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/amidon/1a84ff36-4064-470e-98ea-475a82a3746f,CC-MAIN-2026-34,HTTP Error 404: Not Found
amigo,ashby,,14,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amigo/5af45760-d142-4bd0-a77c-351b9f1e8df1,CC-MAIN-2026-34,
amo,ashby,,32,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amo/37da8e2d-3dc2-4122-aa35-4189877811a4,CC-MAIN-2026-30,
ampeers,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ampeers,CC-MAIN-2026-34,
amper,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/amper/7558bc15-ba71-4557-94b9-bbe4ca0fda8a,CC-MAIN-2026-34,HTTP Error 404: Not Found
amperos,ashby,,19,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amperos/59be0a56-71d3-45ab-87a7-60400a5c9f68,CC-MAIN-2026-34,
Ampersand,ashby,,10,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Ampersand,CC-MAIN-2026-25,
amplify,ashby,,41,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amplify/4c912bb6-5e1f-49fb-b29b-e07b55bb8dc6?ref=remotework.FYI&src=remotework.FYI&utm_source=remotework.FYI&utm_campaign=remotework.FYI&source=remotework.FYI,CC-MAIN-2026-34,
amplitude,ashby,,38,200,sponsor_matched,amplitude-inc,Amplitude Inc,0.99,7,2025,https://jobs.ashbyhq.com/amplitude/98e13caf-f01a-4713-91f0-953b71f964ae,CC-MAIN-2026-34,
amplo,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/amplo,CC-MAIN-2026-25,
Anagram,ashby,,5,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Anagram,CC-MAIN-2026-34,
anam,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anam/b9a4d38e-5bc3-41b8-98ce-b440c1afc86a?utm_source=SV+Angel+job+board&utm_medium=getro.com&gh_src=SV+Angel+job+board,CC-MAIN-2026-34,
anara,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anara,CC-MAIN-2026-34,
andela,ashby,,18,200,sponsor_matched,andela-inc,Andela Inc.,0.99,1,2025,https://jobs.ashbyhq.com/andela/48f523b9-24be-4f52-a5c8-cec201b49f79,CC-MAIN-2026-34,
andercore,ashby,,34,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/andercore/8539fb7e-b56b-497c-a590-0cc21bc63e6a?utm_source=Everywhere+Ventures+job+board&utm_medium=getro.com&gh_src=Everywhere+Ventures+job+board,CC-MAIN-2026-34,
ando,ashby,,6,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ando,CC-MAIN-2026-34,
andotechnologies,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/andotechnologies/09c20092-4499-4b7f-99b0-a94fbcc3b52d,CC-MAIN-2026-34,
andromeda,ashby,,18,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/andromeda/01f91399-50cc-47af-acbc-e3345aa6ae7e?utm_source=jobs.paradigm.xyz,CC-MAIN-2026-34,
angelinvest,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/angelinvest/1ebcfacf-5923-47dc-947d-107b5b822740?,CC-MAIN-2026-25,HTTP Error 404: Not Found
angi,ashby,,38,200,sponsor_matched,angi-inc,Angi Inc,0.99,4,2025,https://jobs.ashbyhq.com/angi/d5f7cf23-0367-491f-a98d-4e8b3d34ac3a/application,CC-MAIN-2026-34,
anglehealth,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anglehealth/3cfbbdd9-df56-4482-ada5-2b4a3ac2d051/application?utm_source=4ONzw3Qda5,CC-MAIN-2026-34,
Anima,ashby,,7,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Anima,CC-MAIN-2026-34,
ankar,ashby,,11,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ankar/9bccbebb-3a1a-480a-a71a-03d08d0c714d,CC-MAIN-2026-30,
Ankorstore,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Ankorstore/a6d0da1b-ce7d-4a80-8e6b-7636046e88ea,CC-MAIN-2026-34,
annaautismcare,ashby,,17,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/annaautismcare/bdef21ba-613b-4900-ad17-0957adec5edb?utm_source=Watershed+job+board&utm_medium=getro.com&gh_src=Watershed+job+board,CC-MAIN-2026-34,
anomalo,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anomalo/61148bbd-7e10-4d97-b278-f9620bc43ea3,CC-MAIN-2026-25,
Anomaly,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/Anomaly,CC-MAIN-2026-25,HTTP Error 404: Not Found
anon,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anon/0d314a29-dfea-42b5-82f5-871cea603488,CC-MAIN-2026-34,
anrok,ashby,,22,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anrok/0663a54c-00f9-402f-a28d-a6d513f27d17,CC-MAIN-2026-34,
ansiblehealth,ashby,,5,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ansiblehealth/2475d4d7-7ed7-449e-a350-75eb5484b5db,CC-MAIN-2026-34,
answersnow,ashby,,6,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/answersnow/e35a242b-7e7e-4d2e-a322-77bc1a584c48?utm_source=Kapor+Capital+job+board&utm_medium=getro.com&gh_src=Kapor+Capital+job+board,CC-MAIN-2026-34,
Antares,ashby,,61,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Antares,CC-MAIN-2026-34,
anterior,ashby,,5,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anterior,CC-MAIN-2026-34,
anthelioncap,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anthelioncap/50d74acc-9b90-47d9-a69e-b714280d40c5,CC-MAIN-2026-12,
Anthos%20Capital,ashby,,0,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Anthos%20Capital,CC-MAIN-2026-34,
antimetal,ashby,,9,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/antimetal/1f49cebc-ce5d-4c6d-b633-03e2bde2b0bb,CC-MAIN-2026-34,
antithesis,ashby,,26,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/antithesis/02420778-a1e4-441c-9563-a3fee88f3f1f,CC-MAIN-2026-34,
anuvaya,ashby,,7,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anuvaya,CC-MAIN-2026-30,
anyone-ai,ashby,,201,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anyone-ai/17dfaaf7-e866-4121-b8bd-70996f764a02/application?utm_data=hiring.lat,CC-MAIN-2026-34,
anyscale,ashby,,19,200,sponsor_matched,anyscale-inc,"Anyscale, Inc.",0.99,6,2025,https://jobs.ashbyhq.com/anyscale/503a08c2-80b1-4968-8dcf-06380453bcdb/application?utm_id=13630541&utm_source=FWDDeploy.com,CC-MAIN-2026-34,
anysignal,ashby,,17,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anysignal/15960e07-9f45-428a-a2c8-47143a396e1d?utm_source=BlueYard+Capital+job+board&utm_medium=getro.com&gh_src=BlueYard+Capital+job+board,CC-MAIN-2026-34,
anysource,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/anysource,CC-MAIN-2026-17,HTTP Error 404: Not Found
anything,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anything/6af7ed92-2390-4ef8-a9b3-3be3935307c5,CC-MAIN-2026-34,
anyvan,ashby,,19,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/anyvan/15aa90d1-2828-4688-830e-dfde8b025f0f/application,CC-MAIN-2026-34,
apella,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/apella/acf138f0-51e7-421d-b6bc-54a0f5fbd328,CC-MAIN-2026-34,
apex-technology-inc,ashby,,99,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/apex-technology-inc/0d7a8e7b-724d-4627-83e0-46a8b02ff003?utm_source=Upfront+Ventures+job+board&utm_medium=getro.com&gh_src=Upfront+Ventures+job+board,CC-MAIN-2026-34,
apexgrowth,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/apexgrowth,CC-MAIN-2026-34,
APEXX,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/APEXX/17be72a3-184d-4abc-aa2f-3bb717719249?utm_source=MMC+Ventures+job+board&utm_medium=getro.com&gh_src=MMC+Ventures+job+board,CC-MAIN-2026-34,
apify,ashby,,10,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/apify,CC-MAIN-2026-34,
aplazo,ashby,,14,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aplazo/e9926e1b-cb64-4e7a-90a2-011a8a792338,CC-MAIN-2026-25,
aplo.io,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/aplo.io/f88a60cb-eb2a-4dfe-9045-9f0b5e794be0,CC-MAIN-2026-34,HTTP Error 404: Not Found
apolink,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/apolink/65f1af51-43ef-4198-ac34-43abb20a1c7a,CC-MAIN-2026-30,
apollo-graphql,ashby,,6,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/apollo-graphql/0486e500-55e4-4017-9074-565ec8f2054f,CC-MAIN-2026-34,
apollo-information-systems,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/apollo-information-systems/d7f9d915-a2ba-4099-b6ed-d8e2cd33b00e?utm_source=8XqwWRvlpQ,CC-MAIN-2026-34,
applied,ashby,,0,error,not_validated,,,,,,https://jobs.ashbyhq.com/applied/01dba94d-34b9-4d30-a7d3-82344bab609c,CC-MAIN-2026-34,JSONDecodeError: Unterminated string starting at: line 1 column 1991269 (char 1991268)
Applied%20Compute,ashby,,12,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Applied%20Compute,CC-MAIN-2026-30,
Applied-Behavioral-Services,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Applied-Behavioral-Services,CC-MAIN-2026-21,
appliedlabs,ashby,,3,200,sponsor_matched,applied-labs-inc,"Applied Labs, Inc.",0.99,2,2025,https://jobs.ashbyhq.com/appliedlabs/efc76cb7-e7a4-4e9e-a381-b15566496357,CC-MAIN-2026-34,
applike-group,ashby,,11,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/applike-group/03af620f-bb59-42b5-9c72-f23ff12aa396,CC-MAIN-2026-30,
appsmith,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/appsmith/297f740b-493d-4a46-93e3-26d43b3e71dc,CC-MAIN-2026-25,HTTP Error 404: Not Found
appsumo,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/appsumo,CC-MAIN-2026-34,HTTP Error 404: Not Found
april,ashby,,17,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/april/7e3dd139-bc4e-46e9-8908-4cab426bdb14?utm_source=NYCA+Partners+job+board&utm_medium=getro.com&gh_src=NYCA+Partners+job+board,CC-MAIN-2026-34,
apron,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/apron/2b4f4d1b-070b-4155-8964-ddfd03ae757b,CC-MAIN-2026-34,
aptible,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aptible/07e5ed7d-4d7a-46db-afd2-1899cf72ff8c,CC-MAIN-2026-25,
aptosfoundation,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aptosfoundation,CC-MAIN-2026-25,
Aquant,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Aquant/d7227e92-6fdb-4238-867f-d07c1affad29?utm_source=Claltech+job+board&utm_medium=getro.com&gh_src=Claltech+job+board,CC-MAIN-2026-30,
aquarianlp,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aquarianlp,CC-MAIN-2026-34,
aquark,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aquark/365e7e9f-b9f1-401e-a260-387427f45c1d,CC-MAIN-2026-30,
arago,ashby,,18,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arago,CC-MAIN-2026-34,
arb-interactive,ashby,,7,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arb-interactive/3636a760-b6e3-445d-b2c8-0127c6568494/application,CC-MAIN-2026-34,
arbiter-ai,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arbiter-ai,CC-MAIN-2026-34,
arbitrumgamingventures,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/arbitrumgamingventures,CC-MAIN-2026-17,HTTP Error 404: Not Found
Arbor,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Arbor/78972d7d-8135-44ea-afa6-60ac1fde1172/application,CC-MAIN-2026-34,
arca,ashby,,11,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arca,CC-MAIN-2026-30,
arcada,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/arcada/,CC-MAIN-2026-30,HTTP Error 404: Not Found
arcade,ashby,,6,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arcade/e4a379e5-c522-433c-824d-6d92feb2aa4b,CC-MAIN-2026-34,
arcade-ai,ashby,,7,200,sponsor_matched,arcade-ai-inc,Arcade AI Inc.,0.99,2,2025,https://jobs.ashbyhq.com/arcade-ai/6e84d184-68f8-49fb-af3c-c4964c68fd21,CC-MAIN-2026-21,
arcadeai,ashby,,5,200,sponsor_matched,arcade-ai-inc,Arcade AI Inc.,0.99,2,2025,https://jobs.ashbyhq.com/arcadeai/1510d374-7d9e-4fd3-8ff2-ea91ab72ed42?utm_source=Garuda+Ventures++job+board&utm_medium=getro.com&gh_src=Garuda+Ventures++job+board,CC-MAIN-2026-34,
Arch,ashby,,6,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Arch/97df4451-4ec6-4bc5-a93a-ecfb59e0942d,CC-MAIN-2026-34,
arch.co,ashby,,22,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arch.co/0c2e3957-1e1d-4020-828f-eddd872e4aa0?utm_source=Menlo+Ventures+job+board&utm_medium=getro.com&gh_src=Menlo+Ventures+job+board,CC-MAIN-2026-34,
archil,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/archil,CC-MAIN-2026-34,
architect,ashby,,13,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/architect,CC-MAIN-2026-25,
archive,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/archive/c9f70380-9552-4bc3-87c0-826551ef128c,CC-MAIN-2026-34,
Archy,ashby,,14,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Archy/0a198d0b-2cf4-4654-afb2-ef949a94635d,CC-MAIN-2026-34,
arclight-consulting,ashby,,9,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arclight-consulting,CC-MAIN-2026-34,
arcturus,ashby,,9,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arcturus,CC-MAIN-2026-30,
ardea-partners,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ardea-partners,CC-MAIN-2026-34,
arena,ashby,,19,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arena,CC-MAIN-2026-34,
arenanet,ashby,,3,200,sponsor_matched,arenanet-llc,"ArenaNet, LLC",0.99,2,2025,https://jobs.ashbyhq.com/arenanet/b70f614b-adc7-4019-8bef-f8cb284b8cf1,CC-MAIN-2026-30,
argon-ai,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/argon-ai,CC-MAIN-2026-34,
argus,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/argus,CC-MAIN-2026-34,HTTP Error 404: Not Found
arizent,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arizent/8e0ead02-0a77-46ea-8ef3-8db8f2b36b32,CC-MAIN-2026-21,
arketa,ashby,,14,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/arketa/050c687d-3a03-4ed2-929f-3277bc7502ee/application,CC-MAIN-2026-34,
Arlo,ashby,,11,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Arlo/1429423a-a98b-459d-8d89-b80e0862ab8c?utm_source=8VC+job+board&utm_medium=getro.com&gh_src=8VC+job+board,CC-MAIN-2026-34,
Armory,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Armory,CC-MAIN-2026-34,
aro.homes,ashby,,8,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aro.homes/0f2426d5-c251-4cc2-b80b-96ca2d4ce00b/application,CC-MAIN-2026-34,
ARQ,ashby,,32,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ARQ/0e1b37cb-7344-42c2-b655-5dacc55e1560?utm_source=Castle+Island+Ventures+job+board&utm_medium=getro.com&gh_src=Castle+Island+Ventures+job+board,CC-MAIN-2026-34,
Arrakis,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Arrakis/1024b3a9-bf05-45ca-842e-eb276055b83f,CC-MAIN-2026-17,
array-behavioral-care,ashby,,25,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/array-behavioral-care/49cf3a4e-0026-48c1-a1ec-183c7a9063de?utm_source=OCA+Ventures+job+board&utm_medium=getro.com&gh_src=OCA+Ventures+job+board,CC-MAIN-2026-34,
artafinance,ashby,,11,200,sponsor_matched,arta-finance-inc,Arta Finance Inc.,0.99,2,2025,https://jobs.ashbyhq.com/artafinance/89a647d8-0b62-4659-85af-5c9397f7a814?utm_source=B+Capital+job+board&utm_medium=getro.com&gh_src=B+Capital+job+board,CC-MAIN-2026-34,
artemis,ashby,,16,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/artemis,CC-MAIN-2026-34,
artemisanalytics,ashby,,0,200,sponsor_matched,artemis-analytics-inc,"Artemis Analytics, Inc.",0.99,2,2025,https://jobs.ashbyhq.com/artemisanalytics/04f756d4-4e35-4156-ad5b-d9b5f02ff5db,CC-MAIN-2026-25,
Artemisxyz,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/Artemisxyz/79c781f6-f176-47b4-9993-94f76438a17c?ref=myweb3jobs.com,CC-MAIN-2026-25,HTTP Error 404: Not Found
artian,ashby,,8,200,sponsor_matched,artian-inc,Artian Inc.,0.99,4,2025,https://jobs.ashbyhq.com/artian/248514e2-45a6-45d6-b233-c55aae1cf37b/application,CC-MAIN-2026-34,
articul8,ashby,,20,200,sponsor_matched,articul8-inc,"Articul8, Inc.",0.99,2,2025,https://jobs.ashbyhq.com/articul8/91b8c1d6-c9a4-4919-b269-eac696306b1d,CC-MAIN-2026-34,
artie,ashby,,5,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/artie,CC-MAIN-2026-34,
artificial.agency,ashby,,2,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/artificial.agency/8e88e76b-f839-43b7-bcf0-2863af742112,CC-MAIN-2026-34,
artisan,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/artisan/229d8547-1efe-44e8-829f-b622706c24fc,CC-MAIN-2026-34,
artsy,ashby,,6,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/artsy/1a8428ca-8c34-4366-a660-d0ae85443863,CC-MAIN-2026-34,
aryahealth.ai,ashby,,15,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aryahealth.ai,CC-MAIN-2026-34,
asari.ai,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/asari.ai,CC-MAIN-2026-34,
ascend,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/ascend,CC-MAIN-2026-34,HTTP Error 404: Not Found
ascend-io,ashby,,0,404,not_validated,,,,,,https://jobs.ashbyhq.com/ascend-io/7e211c94-95de-4b15-b950-8192ce7087ed,CC-MAIN-2026-34,HTTP Error 404: Not Found
ascertain,ashby,,3,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ascertain/8585e400-f993-46ef-b443-2ad6bbe485b9/application?utm_id=9992479&utm_source=FWDDeploy.com,CC-MAIN-2026-25,
ashby,ashby,,0,error,not_validated,,,,,,https://jobs.ashbyhq.com/ashby/,CC-MAIN-2026-34,JSONDecodeError: Unterminated string starting at: line 1 column 1976516 (char 1976515)
ashgro,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/ashgro/5071c238-b98d-4a9b-9c30-b026f2c114f7,CC-MAIN-2026-21,
asimov,ashby,,3,200,sponsor_matched,asimov-inc,"Asimov, Inc.",0.99,4,2025,https://jobs.ashbyhq.com/asimov,CC-MAIN-2026-34,
askdragonfly,ashby,,0,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/askdragonfly,CC-MAIN-2026-25,
aso-careers,ashby,,4,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aso-careers,CC-MAIN-2026-25,
aspora,ashby,,6,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/aspora/4ebd79ed-8124-4664-9125-9d9d10fb16ae/application,CC-MAIN-2026-34,
assemble,ashby,,1,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/assemble,CC-MAIN-2026-25,
assembledhq,ashby,,21,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/assembledhq/1e6165e1-4274-4ed6-9410-5ebb05639486/application?utm_id=13332654&utm_source=San+Francisco+Job+Board,CC-MAIN-2026-34,
assorthealth,ashby,,31,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/assorthealth/058818ff-d3e3-4e54-b873-77d25055777e,CC-MAIN-2026-34,
assured,ashby,,37,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/assured/e32471d6-ed9f-4567-b8bb-e600b67176b8,CC-MAIN-2026-34,
astera,ashby,,49,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/astera/131b58e9-ca63-4d90-911b-3e4a88c5d65c,CC-MAIN-2026-25,
asteriAI,ashby,,5,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/asteriAI,CC-MAIN-2026-17,
astra,ashby,,9,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/astra/1dd44226-c940-482b-9def-486fbadd38ed,CC-MAIN-2026-25,
Astral,ashby,,0,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Astral/a357ab40-9da5-4474-acc7-5888804c69ac,CC-MAIN-2026-25,
Astro-Mechanica,ashby,,45,200,unmatched_sponsor,,,,,,https://jobs.ashbyhq.com/Astro-Mechanica/0a89c9a7-0b06-4bce-9847-684abe578c90,CC-MAIN-2026-25,
astronomer,ashby,,21,200,sponsor_matched,astronomer-inc,"Astronomer, Inc.",0.99,2,2025,https://jobs.ashbyhq.com/astronomer/01976be2-0e8a-43b3-9c2b-1937ee5eb5b7,CC-MAIN-2026-25,
